Store Number,Address,City,State,Zip Code,Phone Number,Fax Number,Email Address,Store Hours,Services,Latitude,Longitude
US711,3149-A Dixie Highway,Erlanger,KY,41018,(859-578-0580),859-578-0582,us711@pakmail.org, Monday-Friday8:30am - 5:30pm Saturday9am - 1pm Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Local pick up and delivery service ",39.020584,-84.590914
US745,2946 Fairview Drive,Owensboro,KY,42303,(270-926-9847),270-683-9499,us745@pakmail.org, Monday-Friday9am - 5:30pm Saturday10am - 2pm SundayClosed ," Domestic and international shipping by air, ground, or ocean Packaging and moving supplies Faxing, photocopying Mailbox rental ",37.745968,-87.06112
US629,825 N. Houk Road,Delaware,OH,43015,(740-363-5530),740-363-5725,US629@pakmail.org, Monday-Friday9am - 6pm Saturday10am - 2pm Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Business document finishing      collation, bindery, lamination Business printing and stationery Local pick up and delivery service ",40.31284,-83.109167
US424,6475 Perimeter Drive,Dublin,OH,43016,(614-798-0877),614-798-0811,us424@pakmail.org, Monday-Friday7am - 6pm Saturday9am - 2pm SundayClosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental ",40.104849,-83.161956
US572,8595 Columbus Pike,Lewis Center,OH,43035,(740-657-3600),740-657-8650,us572@pakmail.org, Monday-Friday9am - 6pm Saturday9am - 3pm Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Business printing and stationery Local pick up and delivery service ",40.166276,-83.020159
US527,1558 Coshocton Ave.,Mt. Vernon,OH,43050,(740-392-6245),740-392-7644,US527@pakmail.org, Monday-Friday9am - 6pm Saturday9am - 1pm Sundayclosed , Custom crating and Packing ,40.399958,-82.457045
US641,573 Hebron Road,Heath,OH,43056,(740-522-2564),740-522-0174,US641@pakmail.org, Monday-Friday9am-6pm Saturday9:30am-2:30pm SundayClosed ," Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Packaging and moving supplies Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Local pick up and delivery service ",40.036628,-82.431137
US636,9878 Brewster Lane,Powell,OH,43065,(614-793-9580),614-793-9581,tm_wise@yahoo.com, Monday-Friday9:00am - 6:00pm Saturday9:30am - 4:00pm SundayClosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Business printing and stationery Notary public Local pick up and delivery service ",40.15534,-83.09465
US826,2167 Stringtown Road,Grove City,OH,43123,(614-801-1900),614-801-1917,US826@pakmail.org, Monday-Friday9:00am-6:00pm Saturday9:00am-12:00pm Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Local pick up and delivery service ",39.878612,-83.060659
US646,1280 W. 5th Ave.,Columbus,OH,43212,(614-481-4408),614-481-4423,US646@pakmail.org, Monday-Friday9am - 6pm Saturday10am - 2pm Sundayclosed , Contact the store for information on available services. ,39.98876,-83.04046
US513,1985 W. Henderson Road,Columbus,OH,43220,(614-538-8905),614-538-8973,pakmail513@sbcglobal.net, Monday-Friday9:30am - 6:30pm Saturday10am - 3pm Sundayclosed , Contact the store for information on available services. ,40.05549,-83.070874
US764,5327 Westpointe Plaza Drive,Columbus,OH,43228,(614-527-8650),614-527-8690,pakmail764@yahoo.com, Monday-Friday9am - 6pm Saturday9am - noon SundayClosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Local pick up and delivery service ",39.98308,-83.14938
US525,1255 N. Hamilton Road,Gahanna,OH,43230,(614-337-0067),614-337-0527,US525@PakMail.org, Monday-FridayM-Th 7am - 6pm F til 5pm Saturday8am - 3pm SundayClosed , Custom crating and Packing ,39.999629,-82.868275
US724,2115 S. Main St.,Bellefontaine,OH,43311,(937-292-7279),937-593-0527,us724@pakmail.org, Monday-Friday9am - 6pm Saturday9am - 1pm Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Local pick up and delivery service ",40.33299,-83.76153
US727,19 N Detroit St,Kenton,OH,43326,(419-675-0661),419-675-0665,kentonpakmail@aol.com, Monday-Friday8:30am - 5:00pm Saturday9am - 1pm SundayClosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Business document finishing      collation, bindery, lamination Business printing and stationery Notary public Local pick up and delivery service ",40.647389,-83.609283
US461,26530 No. Dixie Hwy. #8,Perrysburg,OH,43551,(419-872-5671),419-872-6103,US461@pakmail.org, Monday-Friday9am - 6pm Saturday10am - 2pm SundayClosed , Custom crating and Packing ,41.537683,-83.634939
US813,8251 Arbor Square Drive,Mason,OH,45040,(513-770-0256),513-770-0258,US813@pakmail.org, Monday-Friday9am - 6pm Saturday10am - 3pm Sundayclosed , Custom crating and Packing ,39.31882,-84.31449
US790,12668 E. 116th Street,Fishers,IN,46037,(317-585-9800),317-585-9898,pakmail790@sbcglobal.net, Monday-Friday8:30am - 6:00pm Saturday9:00am - 1:00pm Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Notary public Local pick up and delivery service ",39.95808,-85.93843
US300,2113 E 62nd Street,Indianapolis,IN,46220,(317-255-SHIP (7447)),317-255-0111,US300@pakmail.org, Monday-Friday9am - 6pm Saturday10am - 3pm Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Notary public Local pick up and delivery service ",39.868654,-86.125478
US740,11715 Fox Rd. Ste. 400,Indianapolis,IN,46236,((317) 823-8383),(317) 823-0512,us740@pakmail.org, Monday-Friday8:30am - 6:00pm Saturday9:00am - 1:00pm Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Notary public Local pick up and delivery service ",39.902222,-85.959529
US193,6435 W. Jefferson Blvd.,Fort Wayne,IN,46804,(260-432-8718),260-432-8834,US193@pakmail.org, Monday-Friday9am - 6pm Saturday10am - 2pm Sundayclosed , Custom crating and Packing ,41.056038,-85.224589
US778,10214 Chestnut Plaza Drive,Fort Wayne,IN,46814,(260-625-6063),260-625-4714,US778@pakmail.org, Monday-Friday9:00am - 6:00pm Saturday9:00am - 1:00pm Sundayclosed , Contact the store for information on available services. ,41.075647,-85.28683
US419,429 E. Dupont Rd.,Fort Wayne,IN,46825,(260-637-4809),260-637-4305,US419@pakmail.org, Monday-Friday9am-6pm Saturday9am-1pm SundayClosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Business printing and stationery Notary public Local pick up and delivery service ",41.178245,-85.13734
US451,6142 St. Joe Center Rd.,Fort Wayne,IN,46835,(260-486-0204),260-485-7356,pakmail@thesendingcenter.com, Monday-Friday8am - 6pm Saturday9am - 1pm Sundayclosed , Contact the store for information on available services. ,41.134898,-85.063638
US772,2600 S. Henderson Street,Bloomington,IN,47401,(812-339-4911),812-339-2781,US772@pakmail.org, Monday-Friday9am - 5:30pm Saturday10am - 4pm Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps ",39.134882,-86.526881
US814,7532 Peachwood Drive,Newburgh,IN,47630,(812-858-7368),812-858-2410,US814@pakmail.org, Monday-Friday9am - 5:30pm Saturday10am - 2pm Sundayclosed ," Domestic and international shipping by air, ground, or ocean Packaging and moving supplies Faxing, photocopying Mailbox rental ",37.979198,-87.389203
US668,5100 Vogel Road,Evansville,IN,47715,(812-479-5100),812-474-0468,us668@pakmail.org, Monday-Friday9am - 6pm Saturday10am - 4pm Sundayclosed , Contact the store for information on available services. ,37.987705,-87.4891
US516,23210 Greater Mack,St. Clair Shores,MI,48080,(586-773-3377),586-773-3355,US516@pakmail.org, Monday-Friday9am - 6pm Saturday10am - 2pm Sundayclosed , Custom crating and Packing ,42.464848,-82.898494
US536,22967 Woodward Ave.,Ferndale,MI,48220,(248-543-3097),248-543-5236,info@pakmailferndale.com, Monday-Friday9am - 6pm Saturday10am - 2pm Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Business document finishing      collation, bindery, lamination Notary public Local pick up and delivery service Specializing in nationwide auto shipping! ",42.46257,-83.13633
US488,3759 S. Baldwin Road,Lake Orion,MI,48359,(248-393-3277),248-393-2822,pakmailorion@sbcglobal.net, Monday-Friday9am - 6pm Saturday9am - 2pm Sundayclosed , Custom crating and Packing ,42.72479,-83.307547
US514,"700 S Main Street, Suite 119",Lapeer,MI,48446,(810-245-3844),810-245-3848,venerarus@aol.com, Monday-Friday9am - 6pm Saturday9am - 2pm Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Business document finishing      collation, bindery, lamination Local pick up and delivery service ",43.04437,-83.32108
US673,6741 Sprinkle Road,Portage,MI,49002,(269-327-6245),269-327-7344,sales@pakmailportagemi.com, Monday-Friday8:30am - 6:00pm Saturday10:00am - 2:00pm Sundayclosed , Custom crating and Packing ,42.220352,-85.540551
US391,30 E. Columbia Ave. #F-1,Battle Creek,MI,49015,(269-660-1985),269-660-1987,US391@pakmail.org, Monday-Friday9am - 6pm Saturday10am - 1pm Sundayclosed , Custom crating and Packing ,42.298588,-85.198092
US436,271-A West Centre ,Portage,MI,49024,(269-324-5119),269-324-5519,US436@pakmail.org, Monday-Friday9am - 5:30pm Saturday9am - 12pm Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Local pick up and delivery service ",42.20036,-85.59109
US789,110 Main Street,Vicksburg,MI,49097,(269-649-1476),269-649-4007,US789@pakmail.org, Monday-Friday9:00 am - 6:00 pm Saturday9:00 am - 5:00 pm Sunday , Contact the store for information on available services. ,42.119831,-85.532531
US293,4370 Chicago Dr. SW #B,Grandville,MI,49418,(616-531-9790),616-531-9876,us293@pakmail.org, Monday-Friday9am - 6pm Saturday9 am - 2pm Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Local pick up and delivery service ",42.906819,-85.770861
US545,1971 E. Beltline NE #106,Grand Rapids,MI,49525,(616-447-7447),616-447-7448,US545@pakmail.org, Monday-Friday9am - 6pm Saturday10am - 2pm Sundayclosed , Contact the store for information on available services. ,42.99674,-85.59268
US270,"5355 Northland Dr. NE, #C",Grand Rapids,MI,49525,(616-364-8383),616-364-8405,krisman66@gmail.com, Monday-Friday9am - 6pm Saturday10am - 2pm Sundayclosed , Contact the store for information on available services. ,43.055892,-85.579801
US346,3547 Alpine Ave.,Grand Rapids,MI,49544,(616-785-8181),616-785-3434,jkorpi@pakmail.org, Monday-Friday9am - 6pm Saturday9am - 1pm Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Local pick up and delivery service ",43.027783,-85.689296
US331,6757 Cascade Rd.,Grand Rapids,MI,49546,(616-285-4622),616-285-4678,US331@pakmail.org, Monday-Friday9am - 6pm Saturday10am - 2pm Sundayclosed , Contact the store for information on available services. ,42.913314,-85.499151
US580,2141 Plett Rd.,Cadillac,MI,49601,(231-775-9920),231-775-9927,US580@PakMail.org," Monday-FridayM-W,F 8:30am - 6pm Th 9-6 Saturday9:30am - 2pm Sundayclosed ", Contact the store for information on available services. ,44.281471,-85.396608
US454,621 W. Main St.,Gaylord,MI,49735,(989-732-1558),989-732-4809,US454@pakmail.org, Monday-Friday9am - 6pm Saturday9am - 1pm Sunday- ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Faxing, photocopying Mailbox rental ",45.027368,-84.681188
US215,162 Collins Rd. NE,Cedar Rapids,IA,52402,(319-373-5595),319-373-5795,lee@weshipeasterniowa.com, Monday-Friday9am - 6pm Saturday10am - 3pm SundayBy Appointment ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Notary public Local pick up and delivery service ",42.02937,-91.62716
US733,2242A Bluemound Road,Waukesha,WI,53186,(262-798-8280),262-798-8281,US733@pakmail.org, Monday-Friday8:30am - 6pm Saturday9am - 2pm Sunday9am - 11am , Contact the store for information on available services. ,43.03696,-88.18207
US263,2809 East Hamilton Avenue,Eau Claire,WI,54701,(715-831-8808),715-831-8818,US263@PakMail.org, Monday-Friday9am - 6pm Saturday10am - 4pm Sundaynone ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Notary public Local pick up and delivery service ",44.7852,-91.4622
US426,1512 125th Avenue NE,Blaine,MN,55449,(763-862-0333),763-390-1511,ship@pakmailmetro.com, Monday-Friday9am - 6pm Saturday9am - 4pm SundayClosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Notary public Local pick up and delivery service ",45.197179,-93.231089
US268,7223 South Route 83,Willowbrook,IL,60527,(630-920-1110),630-920-1190,US268@pakmail.org, Monday-Friday9am - 7pm Saturday9am - 3:30pm Sundayclosed , Custom crating and Packing ,41.75716,-87.944683
US462,1326 Mercantile Dr.,Highland,IL,62249,(618-654-7202),618-654-6311,ron@hometel.com, Monday-Friday8am - 6pm Saturday9am - 5pm SundayClosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Local pick up and delivery service ",38.749058,-89.675922
US427,3910 Vogel Road,Arnold,MO,63010,(636-296-6868),636-287-9133,US427@pakmail.org, Monday-Friday9am - 5:30pm Saturday9am - 1pm Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Local pick up and delivery service ",38.416098,-90.391163
US327,1704 N. Bell St.,Fremont,NE,68025,(402-727-7440),402-727-5665,US327@pakmail.org, Monday-Friday9am - 6pm Saturday9am - 1pm Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Notary public Local pick up and delivery service ",41.4457,-96.48312
US493,605 LaPalco Blvd. #C2,Gretna,LA,70056,(504-393-1942),504-393-1232,us493@pakmail.org, Monday-Friday9am - 5:30pm Saturday10am - 2pm Sunday10am - 2pm , Contact the store for information on available services. ,29.87911,-90.037869
US491,PO Box 20481,Hot Springs,AR,71903,(501-760-4004),501-760-1577,US491@pakmail.org, Monday-Friday9am - 5:00pm Saturdayclosed Sundayclosed , Contact the store for information on available services. ,34.446759,-93.117756
US478,2625 Donaghey Ave. #108,Conway,AR,72032,(501-336-9910),501-336-9939,US478@pakmail.org, Monday-Friday8am - 6pm Saturday9am - 3pm Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Business document finishing      collation, bindery, lamination Notary public Local pick up and delivery service ",35.11228,-92.44982
US487,361 Southwest Drive,Jonesboro,AR,72401,(870-931-5151),870-931-5454,US487@pakmail.org, Monday-Friday8am - 6pm Saturday10am - 2pm Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Business document finishing      collation, bindery, lamination Business printing and stationery Notary public Local pick up and delivery service ",35.817843,-90.709015
US732,1720 S. Walton Blvd. Suite 4,Bentonville,AR,72712,(479-254-8601),479-273-2584,US732@pakmail.org, Monday-Friday8am - 6:00pm Saturday9:00am - 1:00pm Sundayclosed , Custom crating and Packing ,36.353497,-94.210866
US445,2334 W. Buckingham Rd. #230,Garland,TX,75042,(972-487-0260),972-487-1719,info@pakmailgarland.com, Monday-Friday8:00am - 6pm Saturday10am - 2pm Sundayclosed ," Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Notary public Local pick up and delivery service ",32.92902,-96.66325
US480,"800 N. Highway 77, Suite 160",Waxahachie,TX,75165,(972-935-9999),972-935-9984,US480@pakmail.org, Monday-Friday9:00am - 5:30PM Saturday9:00am - 1:00pm Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Faxing, photocopying Mailbox rental Notary public Local pick up and delivery service ",32.4112,-96.84151
US688,15707 Coit Road #C,Dallas,TX,75248,(972-661-1994),972-661-1997,US688@pakmail.org, Monday-Friday9am - 6pm Saturday10am - 2pm SundayClosed , Contact the store for information on available services. ,32.962508,-96.768945
US828,10324 China Spring Road Ste B,Waco,TX,76708,(254-836-5039),254-836-5066,don@pakmailwaco.com,,,31.628988,-97.243012
US603,1270 Crabb River Road #600,Richmond,TX,77469,(281-937-1900),281-937-1902,us603@pakmail.org, Monday-Friday9am - 6pm Saturday10am - 2pm SundayClosed ," Domestic and international shipping by air, ground, or ocean Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Notary public ",29.547838,-95.697348
US734,6725 S. Fry Rd. Ste 700,Katy,TX,77494,((281) 395-7733),(281) 395-7766,shipping@katypakmail.com, Monday-Friday9am - 6pm Saturday9:30am - Noon Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Local pick up and delivery service ",29.716808,-95.779101
US791,"12815 FM 2154, Suite 120",College Station,TX,77845,(979-696-6900),979-696-6911,Dale@weshipaggieland.net, Monday-Friday9am - 6pm Saturdayclosed Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Notary public Local pick up and delivery service ",30.56746,-96.305844
US749,"7700 Broadway, Suite 104",San Antonio,TX,78209,(210-804-1725),210-804-1729,michelle@pakmailsa.com, Monday-Friday9am - 6pm Saturday10am - 2pm SundayClosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Business printing and stationery Notary public Local pick up and delivery service ",29.500594,-98.466565
US568,2000 S. McColl #B,McAllen,TX,78503,(956-631-0640),956-631-0593,us568@pakmail.org, Monday-Friday9:30 am - 6:00 pm Saturday10:00 am - 1:00 pm Sunday , Contact the store for information on available services. ,26.183575,-98.215841
US704,202 Walton Way #192,Cedar Park,TX,78613,(512-260-7011),512-260-9170,us704@pakmail.org, Monday-Friday9:00am - 5:30pm Saturday10:00am - 3:00pm Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Notary public Local pick up and delivery service ",30.52144,-97.83238
US697,102 Wonder World Drive,San Marcos,TX,78666,(512-393-3420),512-393-3422,US697@pakmail.org, Monday-Friday9am-6pm Saturday10am-3pm Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Business printing and stationery Notary public Local pick up and delivery service ",29.865351,-97.962945
US613,3112 Windsor Road #A,Austin,TX,78703,(512-478-7600),512-478-7608,pakmailalex@ymail.com, Monday-Friday8am-6pm Saturday10am-4pm SundayClosed , Custom crating and Packing ,30.29619,-97.767644
US709,5501-A Balcones Drive,Austin,TX,78731,(512-323-2300),512-323-2260,pakmailalex@ymail.com, Monday-Friday9am-6pm Saturday10am - 4pm Sundayclosed , Contact the store for information on available services. ,30.336187,-97.758017
US803,2900 N. Quinlan Park Road #240,Austin,TX,78732,(512-266-6262),512-266-6267,steinerranchpakmail@gmail.com, Monday-Friday9am - 6pm Saturday10am - 3pm Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Wide selection of carriers      UPS, USPS, FedEx, YRC, ABF, DHL Shipping and receiving Packaging and moving supplies Internet quoting and tracking Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Business document finishing      collation, bindery, lamination Business printing and stationery Notary public Local pick up and delivery service ",30.368277,-97.893347
US503,"900 Ranch Rd. 620 So., #C101",Lakeway,TX,78734,(512-402-9393),512-402-9397,pakmail503@gmail.com, Monday-Friday9am - 6pm Saturday10am - 1:30pm Sundayclosed ," Custom crating and packing: any size, any weight Domestic and international shipping by air, ground, or ocean Freight and specialty shipping Shipping and receiving Packaging and moving supplies Fulfillment services Faxing, photocopying Mailbox rental Business and residential mail services      forwarding, receiving, sorting, metering, stamps Business document finishing      collation, bindery, lamination Notary public ",30.373349,-97.947528
